"codigoestacion","codigosensor","fechaobservacion","valorobservado","nombreestacion","departamento","municipio","zonahidrografica","latitud","longitud","descripcionsensor","unidadmedida"
"0021087080","0240","2016-11-24T15:30:00.000","0","HDA VENECIA","HUILA","YAGUARÁ","ALTO MAGDALENA","2.644","-75.544","Precipitacion","mm"
"0021202220","0240","2010-05-09T05:45:00.000","0","PARAISO - FOPAE","BOGOTA D.C.","BOGOTA, D.C","ALTO MAGDALENA","4.617","-74.05","Precipitacion","mm"
"1501500054","0240","2019-08-03T03:00:00.000","0","SAN ISIDRO BONDA - AUT","MAGDALENA","SANTA MARTA","CARIBE - GUAJIRA","11.230522222","-74.059786111","Precipitacion","mm"
"0026145505","0240","2018-05-22T07:05:00.000","0","LA FLORESTA  - AUT","CALDAS","BELALCAZAR","CAUCA","4.979219444","-75.83555556","Precipitacion","mm"
"0026125503","0240","2017-12-08T16:05:00.000","0","LA SIRENA  - AUT","VALLE DEL CAUCA","SEVILLA","CAUCA","4.285","-75.9025","Precipitacion","mm"
"0015067220","0240","2014-10-08T11:30:00.000","0","PTE CARRETERA","LA GUAJIRA","RIOHACHA","CARIBE - GUAJIRA","11.511","-72.856","Precipitacion","mm"
"0023037010","0240","2007-03-26T09:40:00.000","0","PUERTO SALGAR - AUT","CUNDINAMARCA","PUERTO SALGAR","MEDIO MAGDALENA","5.469666667","-74.66216667","Precipitacion","mm"
"0021197010","0240","2015-12-13T22:30:00.000","0","EL PROFUNDO - AUT","CUNDINAMARCA","CABRERA","ALTO MAGDALENA","4.011694444","-74.504444444","Precipitacion","mm"
"0021206780","0240","2016-02-11T12:15:00.000","0","LA INDEPENDENCIA FOPAE Fuera de Servicio","BOGOTA D.C.","BOGOTA, D.C","ALTO MAGDALENA","4.617","-74.317","Precipitacion","mm"
"0023055502","0240","2018-12-24T19:20:00.000","0","VILLARAZ  - AUT","CALDAS","PENSILVANIA","MEDIO MAGDALENA","5.383333333","-75.06638889","Precipitacion","mm"
"0026125509","0240","2018-07-02T02:30:00.000","0","ESPERANZA LA  - AUT","QUINDÍO","PIJAO","CAUCA","4.299444444","-75.72508056","Precipitacion","mm"
"0022057010","0240","2012-12-16T03:20:00.000","0","PIEDRAS DE COBRE  - AUT","TOLIMA","SALDAÑA","SALDAÑA","3.908388889","-75.10327778","Precipitacion","mm"
"0024017590","0240","2019-06-16T17:10:00.000","0","PUENTE NACIONAL - AUT","SANTANDER","PUENTE NACIONAL","SOGAMOSO","5.872777778","-73.67777778","Precipitacion","mm"
"0021206960","0240","2017-04-25T04:40:00.000","0","IDEAM BOGOTA  - AUT","BOGOTA","BOGOTA, D.C","ALTO MAGDALENA","4.6","-74.06666667","Precipitacion","mm"
"0025027200","0240","2018-05-20T21:30:00.000","0","LAS VARAS","BOLÍVAR","SAN JACINTO DEL CAUCA","BAJO MAGDALENA- CAUCA -SAN JORGE","8.387","-74.563","Precipitacion","mm"
"0016017030","0240","2011-02-01T03:10:00.000","0","LA UCHEMA - En Siniestro","NORTE DE SANTANDER","VILLA DEL ROSARIO","CATATUMBO","7.694","-72.474","Precipitacion","mm"
"0051027060","0240","2017-06-21T06:10:00.000","0","SAN JUAN RIO MIRA","NARINO","TUMACO","MIRA","1.424","-78.67","Precipitacion","mm"
"0014019030","0240","2013-06-02T09:20:00.000","0","CC DIQUE: CIOH","BOLÍVAR","CARTAGENA DE INDIAS","CARIBE - LITORAL","10.391","-75.534","Precipitacion","mm"
"0026165501","0240","2018-04-25T12:15:00.000","0","EL CIPRES  - AUT","CALDAS","SALAMINA","CAUCA","5.433333333","-75.5","Precipitacion","mm"
"0011135030","0240","2011-03-28T15:50:00.000","0","UNGUIA - AUT","CHOCO","UNGUÍA","ATRATO - DARIÉN","8.036722222","-77.08786111","Precipitacion","mm"
"0026105240","0240","2019-06-14T12:30:00.000","0","EL PLACER - AUT","VALLE DEL CAUCA","BUGA","CAUCA","3.879111111","-76.10055556","Precipitacion","mm"
"2120700038","0240","2019-07-10T23:46:00.000","0","SAN FRANCISCO - AUT","BOGOTA D.C.","BOGOTA, D.C","ALTO MAGDALENA","4.562","-74.149","Precipitacion","mm"
"0052055210","0240","2018-01-03T04:30:00.000","0","BOTANA - AUT","NARIÑO","PASTO","PATÍA","1.16","-77.27880556","Precipitacion","mm"
"0021205791","0240","2019-08-06T20:00:00.000","0","APTO EL DORADO - TX GPRS","BOGOTA D.C.","BOGOTA, D.C","ALTO MAGDALENA","4.706","-74.151","Precipitacion","mm"
"0021015040","0240","2011-06-15T20:40:00.000","0","LA PRIMAVERA - AUT","HUILA","SALADOBLANCO","ALTO MAGDALENA","2.021583333","-76.11433333","Precipitacion","mm"
"0021215160","0240","2011-10-20T11:10:00.000","0","CERROS NOROCCIDENTALES  - AUT","TOLIMA","IBAGUÉ","ALTO MAGDALENA","4.470361111","-75.24386111","Precipitacion","mm"
"0023125160","0240","2011-04-11T03:50:00.000","0.2","SAN PABLO DE BORBUR  - AUT","BOYACÁ","SAN PABLO DE BORBUR","MEDIO MAGDALENA","5.647027778","-74.07130556","Precipitacion","mm"
"0023105070","0240","2018-07-31T06:40:00.000","0","MACEO - AUT","ANTIOQUIA","YOLOMBÓ","MEDIO MAGDALENA","6.571638889","-74.79472222","Precipitacion","mm"
"0024027070","0240","2019-08-12T16:50:00.000","0","MERIDA - AUT","SANTANDER","PÁRAMO","SOGAMOSO","6.444722222","-73.15833333","Precipitacion","mm"
"0023050420","0240","2009-01-18T09:10:00.000","0","ARGELIA ANTIOQUIA - AUT","ANTIOQUIA","ARGELIA","MEDIO MAGDALENA","5.731138889","-75.13852778","Precipitacion","mm"
"0024035360","0240","2006-07-23T17:20:00.000","0","SOCHA - AUT","BOYACÁ","SOCHA","SOGAMOSO","5.985416667","-72.99702778","Precipitacion","mm"
"0026135503","0240","2018-06-09T03:20:00.000","0","NARANJAL  - AUT","CALDAS","CHINCHINA","CAUCA","4.971944444","-75.65221944","Precipitacion","mm"
"0021167080","0240","2010-08-09T09:30:00.000","0","LA MORA - AUT","TOLIMA","PRADO","ALTO MAGDALENA","3.725194444","-74.82644444","Precipitacion","mm"
"0016015110","0240","2014-11-19T04:30:00.000","0.1","UNIVERSIDAD FRANCISO DE PAULA SANTANDER - AUT","NORTE DE SANTANDER","CÚCUTA","CATATUMBO","7.898777778","-72.48716667","Precipitacion","mm"
"0051025090","0240","2017-07-19T08:40:00.000","0","GRANJA MIRA","NARINO","TUMACO","MIRA","1.55","-78.696","Precipitacion","mm"
"0028035060","0240","2017-04-30T01:10:00.000","0","FEDEARROZ - AUT","CESAR","VALLEDUPAR","CESAR","10.46361111","-73.24805556","Precipitacion","mm"
"0015015120","0240","2010-03-03T21:30:00.000","0","UNIVERSIDAD TECNOLOGICA  - AUT","MAGDALENA","SANTA MARTA","CARIBE - GUAJIRA","11.22305556","-74.18591667","Precipitacion","mm"
"0021235030","0240","2007-02-02T16:00:00.000","0","UNIVERSIDAD DE CUNDINAMARCA - AUT","CUNDINAMARCA","GIRARDOT","ALTO MAGDALENA","4.305333333","-74.80811111","Precipitacion","mm"
"0021202240","0240","2014-12-14T09:40:00.000","0","UAN SEDE CIRCUNVALAR - FOPAE","BOGOTA D.C.","BOGOTA, D.C","ALTO MAGDALENA","4.633","-74.05","Precipitacion","mm"
"0015075150","0240","2012-06-07T01:20:00.000","0","PAICI - AUT","LA GUAJIRA","URIBIA","CARIBE - GUAJIRA","11.59494444","-72.32575","Precipitacion","mm"
"0021195170","0240","2007-09-18T15:30:00.000","0","PAQUILO - AUT","CUNDINAMARCA","CABRERA","ALTO MAGDALENA","3.993611111","-74.39805556","Precipitacion","mm"
"0051027060","0240","2018-06-10T21:50:00.000","0","SAN JUAN RIO MIRA","NARINO","TUMACO","MIRA","1.424","-78.67","Precipitacion","mm"
"0051039010","0240","2017-06-15T11:20:00.000","0.3","TUMACO - AUT","NARIÑO","TUMACO","MIRA","1.819305556","-78.73027778","Precipitacion","mm"
"0027015330","0240","2018-10-28T13:40:00.000","0","APTO OLAYA HERRERA - TX GPRS","ANTIOQUIA","MEDELLÍN","NECHÍ","6.221","-75.589","Precipitacion","mm"
"2120000108","0240","2019-03-26T14:51:00.000","0","IDIGER - AUT","BOGOTA D.C.","BOGOTA, D.C","ALTO MAGDALENA","4.675","-74.114","Precipitacion","mm"
"0035027520","0240","2017-04-22T04:10:00.000","0","BOCATOMA EAAB - AUT","CUNDINAMARCA","LA CALERA","META","4.661027778","-73.833333333","Precipitacion","mm"
"0013067020","0240","2017-11-30T22:20:00.000","0","MONTERIA  - AUT","CORDOBA","MONTERÍA","SINÚ","8.751611111","-75.89241667","Precipitacion","mm"
"0021201980","0240","2013-05-13T12:30:00.000","0","CERRO GUADALUPE - FOPAE","BOGOTA D.C.","BOGOTA, D.C","ALTO MAGDALENA","4.567","-74.05","Precipitacion","mm"
"0021015040","0240","2006-02-22T20:20:00.000","0","LA PRIMAVERA - AUT","HUILA","SALADOBLANCO","ALTO MAGDALENA","2.021583333","-76.11433333","Precipitacion","mm"
"0026055501","0240","2017-08-04T05:15:00.000","0","GINEBRA  - AUT","VALLE DEL CAUCA","GINEBRA","CAUCA","3.738388889","-76.22083056","Precipitacion","mm"
"0022045502","0240","2017-03-10T04:15:00.000","0","EL RUBY  - AUT","TOLIMA","PLANADAS","SALDAÑA","3.95","-75.66666667","Precipitacion","mm"
"0026165501","0240","2017-11-11T11:00:00.000","0","EL CIPRES  - AUT","CALDAS","SALAMINA","CAUCA","5.433333333","-75.5","Precipitacion","mm"
"0024037080","0240","2019-08-22T18:30:00.000","0","LA GRUTA  - AUT","BOYACÁ","PESCA","SOGAMOSO","5.566972222","-73.04672222","Precipitacion","mm"
"0011135030","0240","2014-10-05T23:00:00.000","0","UNGUIA - AUT","CHOCO","UNGUÍA","ATRATO - DARIÉN","8.036722222","-77.08786111","Precipitacion","mm"
"0021185501","0240","2016-09-29T18:30:00.000","0","ROVIRA  - AUT","TOLIMA","ROVIRA","ALTO MAGDALENA","4.266666667","-75.28305556","Precipitacion","mm"
"0025025030","0240","2018-07-17T19:10:00.000","0","AYAPEL","CÓRDOBA","AYAPEL","BAJO MAGDALENA- CAUCA -SAN JORGE","8.295","-75.165","Precipitacion","mm"
"0057015010","0240","2018-11-14T05:50:00.000","29.2","MALPELO - DIMAR","VALLE DEL CAUCA","BUENAVENTURA","BAUDÓ - DIRECTOS PACIFICO","4.096","-81.609","Precipitacion","mm"
"0015065190","0240","2013-07-19T12:00:00.000","0","MONGUI","LA GUAJIRA","RIOHACHA","CARIBE - GUAJIRA","11.227","-72.821","Precipitacion","mm"
"0017019010","0240","2016-09-14T21:10:00.000","0","SAN ANDRES","SAN ANDRÉS PROVIDENCIA","SAN ANDRÉS","ISLAS CARIBE","12.556","-81.703","Precipitacion","mm"
"0023065502","0240","2019-03-14T05:30:00.000","0","LA PALMA  - AUT","CUNDINAMARCA","LA PALMA","MEDIO MAGDALENA","5.330266667","-74.40156111","Precipitacion","mm"
"0023035030","0240","2019-01-18T10:10:00.000","0","BASE PALANQUERO  - AUT","CUNDINAMARCA","PUERTO SALGAR","MEDIO MAGDALENA","5.492861111","-74.658","Precipitacion","mm"
"0015065040","0240","2013-03-18T09:20:00.000","0","LA PAULINA - AUT","LA GUAJIRA","FONSECA","CARIBE - GUAJIRA","10.89813889","-72.82847222","Precipitacion","mm"
"0015065040","0240","2013-08-23T17:00:00.000","0","LA PAULINA - AUT","LA GUAJIRA","FONSECA","CARIBE - GUAJIRA","10.89813889","-72.82847222","Precipitacion","mm"
"0021165502","0240","2018-07-01T15:50:00.000","0.1","VILLARICA  - AUT","TOLIMA","VILLARRICA","ALTO MAGDALENA","3.955641667","-74.59178611","Precipitacion","mm"
"0021202220","0240","2013-07-21T20:30:00.000","0","PARAISO - FOPAE","BOGOTA D.C.","BOGOTA, D.C","ALTO MAGDALENA","4.617","-74.05","Precipitacion","mm"
"0015067220","0240","2016-07-19T13:10:00.000","0","PTE CARRETERA","LA GUAJIRA","RIOHACHA","CARIBE - GUAJIRA","11.511","-72.856","Precipitacion","mm"
"0015015120","0240","2014-05-17T11:20:00.000","0","UNIVERSIDAD TECNOLOGICA  - AUT","MAGDALENA","SANTA MARTA","CARIBE - GUAJIRA","11.22305556","-74.18591667","Precipitacion","mm"
"0023017040","0240","2017-02-07T16:30:00.000","0","LA ESPERANZA- GUALÍ","TOLIMA","MARIQUITA","MEDIO MAGDALENA","5.206","-74.914","Precipitacion","mm"
"0044017120","0240","2019-05-23T03:30:00.000","0","PIEDRA LISA II  - AUT","PUTUMAYO","MOCOA","CAQUETÁ","1.213611111","-76.66102778","Precipitacion","mm"
"0021055501","0240","2016-08-18T02:50:00.000","0","SIMON CAMPOS  - AUT","HUILA","LA PLATA","ALTO MAGDALENA","2.345830556","-75.87805556","Precipitacion","mm"
"0021160260","0240","2017-03-02T09:40:00.000","0","PUERTO LLERAS TOLIMA  - AUT","TOLIMA","VILLARRICA","ALTO MAGDALENA","3.839777778","-74.68830556","Precipitacion","mm"
"0024035360","0240","2014-12-12T06:10:00.000","0","SOCHA - AUT","BOYACÁ","SOCHA","SOGAMOSO","5.985416667","-72.99702778","Precipitacion","mm"
"0021255170","0240","2009-09-27T16:50:00.000","0","MURILLO - AUT","TOLIMA","MURILLO","ALTO MAGDALENA","4.870555556","-75.17327778","Precipitacion","mm"
"0015085050","0240","2017-02-06T18:50:00.000","0","TOROMANA - AUT","LA GUAJIRA","URIBIA","CARIBE - GUAJIRA","12.08352778","-71.21094444","Precipitacion","mm"
"0015017060","0240","2006-11-30T18:30:00.000","0","BOCATOMA STA MARTA - En Siniestro","MAGDALENA","SANTA MARTA","CARIBE - GUAJIRA","11.254","-74.139","Precipitacion","mm"
"0029065120","0240","2017-11-07T11:10:00.000","0","BATALLON NO. 6 - AUT","MAGDALENA","FUNDACIÓN","BAJO MAGDALENA","10.46536111","-73.92777778","Precipitacion","mm"
"0026155240","0240","2018-03-02T05:10:00.000","0","PNN NEVADOS - AUT","CALDAS","VILLAMARIA","CAUCA","4.859444444","-75.38241667","Precipitacion","mm"
"0021255160","0240","2013-11-21T09:10:00.000","0","HACIENDA PAJONALES","TOLIMA","AMBALEMA","ALTO MAGDALENA","4.760722222","-74.83425","Precipitacion","mm"
"0021206950","0240","2017-06-08T23:20:00.000","0","PARAMO GUACHENEQUE  - AUT","CUNDINAMARCA","VILLAPINZÓN","ALTO MAGDALENA","5.236055556","-73.52508333","Precipitacion","mm"
"0021117110","0240","2014-04-29T18:00:00.000","0","MOTILON  - AUT","HUILA","RIVERA","ALTO MAGDALENA","2.805583333","-75.08555556","Precipitacion","mm"
"0021202200","0240","2012-05-23T10:00:00.000","0","VITELMA","BOGOTA D.C.","BOGOTA, D.C","META","4.575","-74.072","Precipitacion","mm"
"0025025002","0240","2017-08-14T02:10:00.000","0","LOS ALAMOS","MAGDALENA","SAN SEBASTIÁN DE BUENAVISTA","BAJO MAGDALENA","9.304","-74.274","Precipitacion","mm"
"0021237020","0240","2018-03-11T13:10:00.000","0","ARRANCAPLUMAS  - AUT","CUNDINAMARCA","GUADUAS","ALTO MAGDALENA","5.202416667","-74.72761111","Precipitacion","mm"
"0015015120","0240","2015-08-13T22:26:00.000","0","UNIVERSIDAD TECNOLOGICA  - AUT","MAGDALENA","SANTA MARTA","CARIBE - GUAJIRA","11.22305556","-74.18591667","Precipitacion","mm"
"0023105070","0240","2018-08-18T21:50:00.000","0","MACEO - AUT","ANTIOQUIA","YOLOMBÓ","MEDIO MAGDALENA","6.571638889","-74.79472222","Precipitacion","mm"
"0021215180","0240","2016-08-10T06:50:00.000","0","BATALLON ROOKE  - AUT","TOLIMA","IBAGUÉ","ALTO MAGDALENA","4.418388889","-75.24866667","Precipitacion","mm"
"0044015060","0240","2017-05-02T13:50:00.000","0","ACUEDUCTO MOCOA - AUT","PUTUMAYO","MOCOA","CAQUETÁ","1.157333333","-76.65183333","Precipitacion","mm"
"0021185501","0240","2019-07-18T12:05:00.000","0","ROVIRA  - AUT","TOLIMA","ROVIRA","ALTO MAGDALENA","4.266666667","-75.28305556","Precipitacion","mm"
"0051025060","0240","2018-07-01T00:50:00.000","0","BIOTOPO - AUT","NARIÑO","BARBACOAS","MIRA","1.408638889","-78.28161111","Precipitacion","mm"
"0013057010","0240","2008-03-05T09:10:00.000","0","NUEVA COLOMBIA","CÓRDOBA","MONTERÍA","SINÚ","8.499","-75.979","Precipitacion","mm"
"0026125505","0240","2019-05-25T11:35:00.000","0","LA BELLA  - AUT","QUINDÍO","CALARCÁ","CAUCA","4.501111111","-75.67138889","Precipitacion","mm"
"0013095010","0240","2017-03-25T02:00:00.000","0","COVEÑAS - DIMAR","SUCRE","TOLÚ","CARIBE - LITORAL","9.383","-75.667","Precipitacion","mm"
"0024035360","0240","2010-09-21T23:20:00.000","0","SOCHA - AUT","BOYACÁ","SOCHA","SOGAMOSO","5.985416667","-72.99702778","Precipitacion","mm"
"0035035130","0240","2018-02-27T14:30:00.000","0","PARAMO CHINGAZA  - AUT","CUNDINAMARCA","GUASCA","META","4.713666667","-73.80325","Precipitacion","mm"
"0021055501","0240","2016-08-14T08:05:00.000","0","SIMON CAMPOS  - AUT","HUILA","LA PLATA","ALTO MAGDALENA","2.345830556","-75.87805556","Precipitacion","mm"
"0021206810","0240","2016-01-11T16:05:00.000","0","SAN BENITO - FOPAE","BOGOTA D.C.","BOGOTA, D.C","ALTO MAGDALENA","4.55","-74.233","Precipitacion","mm"
"0023157030","0240","2017-02-23T17:30:00.000","0","BARRANCABERMEJA  - AUT","SANTANDER","BARRANCABERMEJA","MEDIO MAGDALENA","7.060194444","-73.876","Precipitacion","mm"
"0023065502","0240","2017-05-29T22:20:00.000","0","LA PALMA  - AUT","CUNDINAMARCA","LA PALMA","MEDIO MAGDALENA","5.330266667","-74.40156111","Precipitacion","mm"
"0024035360","0240","2016-07-02T05:10:00.000","0","SOCHA - AUT","BOYACÁ","SOCHA","SOGAMOSO","5.985416667","-72.99702778","Precipitacion","mm"
"0021215170","0240","2007-02-11T03:30:00.000","0","LA MARTINICA","TOLIMA","IBAGUÉ","ALTO MAGDALENA","4.402","-75.229","Precipitacion","mm"
"0021237020","0240","2019-06-26T13:40:00.000","0","ARRANCAPLUMAS  - AUT","CUNDINAMARCA","GUADUAS","ALTO MAGDALENA","5.202416667","-74.72761111","Precipitacion","mm"
"0021215180","0240","2012-09-03T00:40:00.000","0","BATALLON ROOKE  - AUT","TOLIMA","IBAGUÉ","ALTO MAGDALENA","4.418388889","-75.24866667","Precipitacion","mm"
"0011025501","0240","2018-01-28T09:40:00.000","0","CARMEN DE ATRATO  - AUT","CHOCO","EL CARMEN","ATRATO - DARIÉN","5.888719444","-76.14516667","Precipitacion","mm"
"2120000107","0240","2019-08-03T02:49:00.000","0","LA FISCALA - AUT","BOGOTA D.C.","BOGOTA, D.C","ALTO MAGDALENA","4.536","-74.106","Precipitacion","mm"
"0021206780","0240","2012-05-19T21:20:00.000","0","LA INDEPENDENCIA FOPAE Fuera de Servicio","BOGOTA D.C.","BOGOTA, D.C","ALTO MAGDALENA","4.617","-74.317","Precipitacion","mm"
"0013057010","0240","2009-05-13T03:00:00.000","0","NUEVA COLOMBIA","CÓRDOBA","MONTERÍA","SINÚ","8.499","-75.979","Precipitacion","mm"
"0052015501","0240","2019-07-29T04:55:00.000","0","BALBOA  - AUT","CAUCA","BALBOA","PATÍA","2.125191667","-77.19266667","Precipitacion","mm"
"0023105070","0240","2007-09-12T00:40:00.000","0","MACEO - AUT","ANTIOQUIA","YOLOMBÓ","MEDIO MAGDALENA","6.571638889","-74.79472222","Precipitacion","mm"
"0023105070","0240","2017-12-31T23:20:00.000","0","MACEO - AUT","ANTIOQUIA","YOLOMBÓ","MEDIO MAGDALENA","6.571638889","-74.79472222","Precipitacion","mm"
"0015015120","0240","2016-12-08T13:26:00.000","0","UNIVERSIDAD TECNOLOGICA  - AUT","MAGDALENA","SANTA MARTA","CARIBE - GUAJIRA","11.22305556","-74.18591667","Precipitacion","mm"
"0021255170","0240","2006-05-14T05:50:00.000","0","MURILLO - AUT","TOLIMA","MURILLO","ALTO MAGDALENA","4.870555556","-75.17327778","Precipitacion","mm"
"0026195501","0240","2017-11-15T23:55:00.000","0.2","ANDES  - AUT","ANTIOQUIA","ANDES","CAUCA","5.660108333","-75.91413889","Precipitacion","mm"
"0052055210","0240","2019-04-02T20:40:00.000","0","BOTANA - AUT","NARIÑO","PASTO","PATÍA","1.16","-77.27880556","Precipitacion","mm"
"0021185090","0240","2010-10-20T05:10:00.000","0","NATAIMA - AUT","TOLIMA","ESPINAL","ALTO MAGDALENA","4.188138889","-74.96047222","Precipitacion","mm"
"2403500081","0240","2019-04-18T19:50:00.000","0","SOTAQUIRÁ - AUT","BOYACÁ","SOTAQUIRÁ","SOGAMOSO","5.749661111","-73.234922222","Precipitacion","mm"
"2302500064","0240","2019-05-30T12:10:00.000","0","MANZANARES - AUT","CALDAS","MANZANARES","MEDIO MAGDALENA","5.265055556","-75.143055556","Precipitacion","mm"
"2120700037","0240","2019-05-04T18:50:00.000","0","CASAS FISCALES ESCUELA DE ARTILLERÍA - AUT","BOGOTA D.C.","BOGOTA, D.C","ALTO MAGDALENA","4.556","-74.125","Precipitacion","mm"
"0024015110","0240","2010-03-25T18:10:00.000","0","LA BOYERA - AUT","CUNDINAMARCA","UBATÉ","SOGAMOSO","5.303805556","-73.85175","Precipitacion","mm"
"0022075050","0240","2014-07-16T04:50:00.000","0","PARAMO DE YERBABUENA  - AUT","TOLIMA","RONCESVALLES","SALDAÑA","4.075805556","-75.70083333","Precipitacion","mm"
"0011159010","0240","2019-03-13T03:30:00.000","0","CAPURGANA - TX GPRS","CHOCÓ","ACANDÍ","ATRATO - DARIÉN","8.616","-77.331","Precipitacion","mm"
"0024025506","0240","2018-08-31T09:00:00.000","0","SAN GIL - ISAGEN Estacion en Pruebas","SANTANDER","SAN GIL","SOGAMOSO","6.547","-73.128","Precipitacion","mm"
"0023085501","0240","2017-10-11T21:20:00.000","0","COCORNA  - AUT","ANTIOQUIA","COCORNÁ","MEDIO MAGDALENA","6.061941667","-75.18666667","Precipitacion","mm"
"0024030950","0240","2018-06-30T18:50:00.000","0","MALAGA 2","SANTANDER","MÁLAGA","SOGAMOSO","6.706388889","-72.72972222","Precipitacion","mm"
"0011047040","0240","2011-11-24T16:50:00.000","0","QUIBDO - AUT","CHOCO","QUIBDÓ","ATRATO - DARIÉN","5.697991667","-76.66225833","Precipitacion","mm"
"0026055120","0240","2018-06-30T05:30:00.000","0","UNIVERSIDAD DEL VALLE  - AUT","VALLE DEL CAUCA","CALI","CAUCA","3.378","-76.53388889","Precipitacion","mm"
"0026125502","0240","2017-09-19T01:40:00.000","0","CAICEDONIA  - AUT","VALLE DEL CAUCA","CAICEDONIA","CAUCA","4.297558333","-75.86396111","Precipitacion","mm"
"0027015310","0240","2017-07-23T07:40:00.000","0","METROMEDELLIN - AUT","ANTIOQUIA","BELLO","NECHÍ","6.32975","-75.55211111","Precipitacion","mm"
"0021201980","0240","2011-07-29T05:35:00.000","0","CERRO GUADALUPE - FOPAE","BOGOTA D.C.","BOGOTA, D.C","ALTO MAGDALENA","4.567","-74.05","Precipitacion","mm"
"0023065180","0240","2010-10-15T22:30:00.000","0","VILLETA - AUT","CUNDINAMARCA","VILLETA","MEDIO MAGDALENA","5.016861111","-74.47097222","Precipitacion","mm"
"0021215180","0240","2015-09-25T10:00:00.000","0","BATALLON ROOKE  - AUT","TOLIMA","IBAGUÉ","ALTO MAGDALENA","4.418388889","-75.24866667","Precipitacion","mm"
"0021195170","0240","2018-10-08T07:10:00.000","0","PAQUILO - AUT","CUNDINAMARCA","CABRERA","ALTO MAGDALENA","3.993611111","-74.39805556","Precipitacion","mm"
"0011105020","0240","2009-01-25T00:20:00.000","0","CARMEN DARIEN","CHOCÓ","CARMEN DEL DARIÉN  (CURBARADÓ)","ATRATO - DARIÉN","7.154","-76.977","Precipitacion","mm"
"0015015120","0240","2012-08-10T18:20:00.000","0","UNIVERSIDAD TECNOLOGICA  - AUT","MAGDALENA","SANTA MARTA","CARIBE - GUAJIRA","11.22305556","-74.18591667","Precipitacion","mm"
"0029045190","0240","2017-03-26T16:50:00.000","0","APTO ERNESTO CORTIZOS TX GPRS","ATLÁNTICO","SOLEDAD","BAJO MAGDALENA","10.918","-74.78","Precipitacion","mm"
"0024055080","0240","2018-12-09T11:10:00.000","0","VIZCAINA LA LIZAMA  - AUT","SANTANDER","BARRANCABERMEJA","SOGAMOSO","6.982972222","-73.70488889","Precipitacion","mm"
"0021201200","0240","2015-04-26T10:00:00.000","0","ESC LA UNION - FOPAE","BOGOTA D.C.","BOGOTA, D.C","ALTO MAGDALENA","4.343","-74.184","Precipitacion","mm"
"0025017010","0240","2017-02-20T22:20:00.000","0","MONTELIBANO - AUT","CORDOBA","MONTELÍBANO","BAJO MAGDALENA- CAUCA -SAN JORGE","7.987972222","-75.41733333","Precipitacion","mm"
"0023197690","0240","2016-02-25T23:30:00.000","0","PALOGORDO - AUT","SANTANDER","GIRÓN","MEDIO MAGDALENA","6.969166667","-73.13055556","Precipitacion","mm"
"0048015010","0240","2018-06-03T14:00:00.000","0","APTO VASQUEZ COBO TX GPRS/GOES","AMAZONAS","LETICIA","<nil>","-4.194","-69.941","Precipitacion","mm"
"0023065501","0240","2019-08-05T13:10:00.000","0","PACHO  - AUT","CUNDINAMARCA","PACHO","MEDIO MAGDALENA","5.129127778","-74.15769722","Precipitacion","mm"
"0035227020","0240","2017-12-06T21:10:07.000","0","PERENCO: OROCUE PIPESCA","<nil>","<nil>","<nil>","4.783","-71.345","Precipitacion","mm"
"0014019030","0240","2011-10-25T03:30:00.000","0","CC DIQUE: CIOH","BOLÍVAR","CARTAGENA DE INDIAS","CARIBE - LITORAL","10.391","-75.534","Precipitacion","mm"
"0021205502","0240","2016-09-02T04:00:00.000","0","MISIONES  - AUT","CUNDINAMARCA","EL COLEGIO","ALTO MAGDALENA","4.544997222","-74.44055556","Precipitacion","mm"
"0035217090","0240","2018-09-29T10:00:00.000","0","PERENCO: LABRANZA GRANDE","BOYACÁ","LABRANZAGRANDE","META","5.567","-72.584","Precipitacion","mm"
"0013055040","0240","2012-03-17T17:00:00.000","0","INCODER - AUT","CORDOBA","MONTERÍA","SINÚ","8.746944444","-75.91388889","Precipitacion","mm"
"2120000107","0240","2019-01-29T18:50:00.000","0","LA FISCALA - AUT","BOGOTA D.C.","BOGOTA, D.C","ALTO MAGDALENA","4.536","-74.106","Precipitacion","mm"
"0026155505","0240","2017-03-19T19:25:00.000","0","GRANJA LUKER  - AUT","CALDAS","PALESTINA","CAUCA","5.070275","-75.68555278","Precipitacion","mm"
"0035217090","0240","2019-04-24T18:40:00.000","0","PERENCO: LABRANZA GRANDE","BOYACÁ","LABRANZAGRANDE","META","5.567","-72.584","Precipitacion","mm"
"0021215180","0240","2009-04-02T00:10:00.000","0","BATALLON ROOKE  - AUT","TOLIMA","IBAGUÉ","ALTO MAGDALENA","4.418388889","-75.24866667","Precipitacion","mm"
"0021195170","0240","2010-11-24T07:20:00.000","0","PAQUILO - AUT","CUNDINAMARCA","CABRERA","ALTO MAGDALENA","3.993611111","-74.39805556","Precipitacion","mm"
"0021115170","0240","2017-05-19T05:40:00.000","0","LA PLATA - AUT","HUILA","NEIVA","ALTO MAGDALENA","2.759138889","-75.07455556","Precipitacion","mm"
"0056015040","0240","2018-11-24T02:20:00.000","0.1","PR CHOCO: JURADO","CHOCÓ","JURADO","<nil>","7.104","-77.764","Precipitacion","mm"
